,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away,winner_team,concat,home_coach,away_coach,location_x,weather_type,temperature,humidity,wind,game_date,team,delta_match,pass_yds_MA_5,pass_td_MA_5,rush_yds_MA_5,rush_td_MA_5,rec_yds_MA_5,rec_td_MA_5,fumbles_MA_5,fumbles_rec_MA_5,defense_sacks_MA_5,defense_td_MA_5,interceptions_MA_5,interceptions_td_MA_5,kicks_return_yds_MA_5,kicks_return_td_MA_5,punt_return_yds_MA_5,kicking_pct_MA_5,date,stade,location_y,attendance,capacity,people,attendance_info,month,dayofmonth,dayofweek,hour,minute,win_streak,lose_streak
4153,2021,16,Giants,Eagles,10,34,401326563,24,1,0,Eagles,2021_16_Eagles_Giants,Nick Sirianni,Joe Judge,Home,cloudy,5,57,9,2021-12-26 18:00:00+00:00,Eagles,4 days 18:00:00,198.4,1.0,217.8,1.4,198.4,1.0,1.8,1.4,1.2,0.4,0.6,0.2,43.0,0.0,22.4,80.0,2021-12-26 18:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,1,12,26,6,18,0,3.0,0.0
4157,2021,3,Eagles,Cowboys,21,41,401326378,20,1,0,Cowboys,2021_03_Cowboys_Eagles,Mike McCarthy,Nick Sirianni,Home,cloudy,84,32,7,2021-09-28 00:15:00+00:00,Cowboys,8 days 03:50:00,296.2,1.6,120.8,1.2,296.2,1.6,0.4,1.6,1.8,0.2,1.8,0.0,57.4,0.2,8.8,85.34,2021-09-28 00:15:00+00:00,AT&T Stadium,"Arlington, TX",93267.0,100000,93.0,1,9,28,1,0,15,2.0,0.0
4161,2021,3,Seahawks,Vikings,17,30,401326376,13,1,0,Vikings,2021_03_Vikings_Seahawks,Mike Zimmer,Pete Carroll,Home,indoor,77,44,7,2021-09-26 20:25:00+00:00,Seahawks,7 days 00:00:00,224.8,2.0,122.8,1.0,224.8,2.0,0.4,0.6,3.2,0.0,0.6,0.0,22.8,0.0,12.0,80.0,2021-09-26 20:25:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66729.0,66468,100.0,1,9,26,6,20,25,0.0,2.0
4165,2021,3,Buccaneers,Rams,24,34,401326375,10,1,0,Rams,2021_03_Rams_Buccaneers,Sean McVay,Bruce Arians,Home,cloudy,68,73,5,2021-09-26 20:25:00+00:00,Buccaneers,7 days 00:20:00,387.0,4.2,78.0,0.8,387.0,4.2,1.2,0.6,2.0,0.4,1.0,0.4,62.4,0.0,14.6,60.0,2021-09-26 20:25:00+00:00,SoFi Stadium,"Inglewood, CA",73205.0,71500,100.0,1,9,26,6,20,25,0.0,1.0
4169,2021,3,Dolphins,Raiders,28,31,401326374,3,1,0,Raiders,2021_03_Raiders_Dolphins,Jon Gruden,Brian Flores,Home,cloudy,9,25,2,2021-09-26 20:05:00+00:00,Dolphins,7 days 03:05:00,199.2,0.6,114.8,1.0,239.6,0.8,1.0,1.2,1.6,0.0,0.6,0.0,15.2,0.0,4.0,40.0,2021-09-26 20:05:00+00:00,Allegiant Stadium,"Las Vegas, NV",59311.0,65000,91.0,1,9,26,6,20,5,0.0,2.0
4173,2021,3,Jets,Broncos,0,26,401326373,26,1,0,Broncos,2021_03_Broncos_Jets,Vic Fangio,Robert Saleh,Home,sunny,85,9,7,2021-09-26 20:05:00+00:00,Broncos,7 days 03:05:00,265.4,1.4,131.2,1.0,265.4,1.4,0.8,1.0,1.8,0.0,0.8,0.0,25.4,0.0,26.2,65.0,2021-09-26 20:05:00+00:00,Empower Field at Mile High,"Denver, CO",75882.0,76125,100.0,1,9,26,6,20,5,3.0,0.0
4177,2021,3,Cardinals,Jaguars,31,19,401326367,-12,0,1,Cardinals,2021_03_Jaguars_Cardinals,Urban Meyer,Kliff Kingsbury,Home,sunny,8,49,7,2021-09-26 17:00:00+00:00,Cardinals,6 days 20:55:00,312.0,2.2,102.0,0.8,312.0,2.2,1.6,1.0,3.6,0.0,0.4,0.0,25.2,0.0,9.2,70.0,2021-09-26 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",58012.0,67858,85.0,1,9,26,6,17,0,3.0,0.0
4179,2021,3,Bengals,Steelers,24,10,401326371,-14,0,1,Bengals,2021_03_Steelers_Bengals,Mike Tomlin,Zac Taylor,Home,sunny,7,42,11,2021-09-26 17:00:00+00:00,Bengals,7 days 00:00:00,195.2,1.4,137.2,1.0,195.2,1.4,0.2,0.8,1.6,0.0,0.6,0.0,24.6,0.0,23.6,88.34,2021-09-26 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",58076.0,68400,85.0,1,9,26,6,17,0,1.0,0.0
4183,2021,3,Falcons,Giants,17,14,401326370,-3,0,1,Falcons,2021_03_Giants_Falcons,Joe Judge,Arthur Smith,Home,sunny,7,41,13,2021-09-26 17:00:00+00:00,Falcons,6 days 20:55:00,277.0,1.8,86.6,0.4,277.0,1.8,2.0,0.6,1.6,0.0,0.6,0.0,33.6,0.0,5.2,80.0,2021-09-26 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",75307.0,82500,91.0,1,9,26,6,17,0,1.0,0.0
4187,2021,16,Lions,Falcons,16,20,401326556,4,1,0,Falcons,2021_16_Falcons_Lions,Arthur Smith,Dan Campbell,Home,cloudy,7,69,4,2021-12-26 18:00:00+00:00,Falcons,6 days 20:55:00,214.2,0.6,100.0,0.8,214.2,0.6,1.4,1.4,1.0,0.4,1.0,0.4,76.2,0.0,8.8,60.0,2021-12-26 18:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",68638.0,75000,92.0,1,12,26,6,18,0,1.0,0.0
4191,2021,16,Colts,Cardinals,22,16,401326555,-6,0,1,Colts,2021_16_Cardinals_Colts,Kliff Kingsbury,Frank Reich,Home,cloudy,68,70,5,2021-12-26 01:15:00+00:00,Cardinals,6 days 07:15:00,258.0,1.0,101.0,1.2,258.0,1.0,2.0,2.0,2.4,0.0,1.0,0.0,50.2,0.0,12.4,86.6,2021-12-26 01:15:00+00:00,State Farm Stadium,"Glendale, AZ",63900.0,65000,98.0,1,12,26,6,1,15,0.0,3.0
4195,2021,2,Falcons,Buccaneers,25,48,401326358,23,1,0,Buccaneers,2021_02_Buccaneers_Falcons,Bruce Arians,Arthur Smith,Home,cloudy,83,76,5,2021-09-19 20:05:00+00:00,Buccaneers,9 days 19:45:00,371.0,3.6,83.0,1.0,371.0,3.6,0.8,0.8,3.0,0.0,0.4,0.0,50.6,0.0,15.4,80.0,2021-09-19 20:05:00+00:00,Raymond James Stadium,"Tampa, FL",63694.0,65828,97.0,1,9,19,6,20,5,6.0,0.0
4199,2021,18,Jets,Bills,10,27,401326587,17,1,0,Bills,2021_18_Bills_Jets,Sean McDermott,Robert Saleh,Home,snow,34,80,21,2022-01-09 21:25:00+00:00,Bills,7 days 03:25:00,219.4,1.8,147.6,1.4,219.4,1.8,0.6,0.8,2.4,0.0,0.6,0.0,45.6,0.0,18.2,70.0,2022-01-09 21:25:00+00:00,Highmark Stadium,"Orchard Park, NY",64783.0,71621,90.0,1,1,9,6,21,25,4.0,0.0
4203,2021,18,Saints,Falcons,30,20,401326585,-10,0,1,Saints,2021_18_Falcons_Saints,Arthur Smith,Sean Payton,Home,cloudy,63,73,6,2022-01-09 21:25:00+00:00,Falcons,7 days 03:25:00,227.0,0.6,90.8,0.8,227.0,0.6,1.8,1.2,0.4,0.4,1.4,0.4,55.0,0.0,8.6,100.0,2022-01-09 21:25:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",68336.0,75000,91.0,1,1,9,6,21,25,0.0,2.0
4207,2021,3,Packers,49ers,30,28,401326377,-2,0,1,Packers,2021_03_49ers_Packers,Kyle Shanahan,Matt LaFleur,Home,cloudy,69,57,15,2021-09-27 00:20:00+00:00,49ers,7 days 07:20:00,256.4,2.0,142.2,1.0,256.4,2.0,1.6,0.4,2.4,0.2,0.4,0.2,39.6,0.0,18.8,73.4,2021-09-27 00:20:00+00:00,Levi's Stadium,"Santa Clara, CA",69853.0,68500,100.0,1,9,27,0,0,20,0.0,1.0
4211,2021,18,49ers,Rams,27,24,401326599,-3,0,1,49ers,2021_18_Rams_49ers,Sean McVay,Kyle Shanahan,Home,sunny,74,20,2,2022-01-09 21:25:00+00:00,49ers,7 days 00:20:00,280.2,1.6,118.2,1.2,280.2,1.6,1.8,2.2,3.8,0.0,0.4,0.0,31.6,0.0,15.0,93.4,2022-01-09 21:25:00+00:00,SoFi Stadium,"Inglewood, CA",74447.0,71500,100.0,1,1,9,6,21,25,2.0,0.0
4215,2021,2,Broncos,Jaguars,23,13,401326132,-10,0,1,Broncos,2021_02_Jaguars_Broncos,Urban Meyer,Vic Fangio,Home,cloudy,78,94,6,2021-09-19 17:00:00+00:00,Broncos,6 days 20:35:00,255.8,1.8,131.2,1.0,255.8,1.8,1.2,1.0,2.4,0.0,0.4,0.0,26.4,0.0,37.0,45.0,2021-09-19 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",58461.0,67858,86.0,1,9,19,6,17,0,2.0,0.0
4219,2021,2,Saints,Panthers,7,26,401326128,19,1,0,Panthers,2021_02_Panthers_Saints,Matt Rhule,Sean Payton,Home,cloudy,82,60,6,2021-09-19 17:00:00+00:00,Panthers,7 days 00:00:00,257.6,0.4,107.6,1.4,257.6,0.4,1.4,0.8,3.4,0.2,0.6,0.0,36.0,0.0,13.6,60.0,2021-09-19 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",70675.0,73778,96.0,1,9,19,6,17,0,2.0,0.0
4223,2021,17,Broncos,Chargers,13,34,401326579,21,1,0,Chargers,2021_17_Chargers_Broncos,Brandon Staley,Vic Fangio,Home,sunny,62,25,6,2022-01-02 21:05:00+00:00,Broncos,6 days 23:40:00,186.0,1.0,127.2,1.2,186.0,1.0,0.8,1.0,2.2,0.2,1.0,0.2,13.8,0.0,10.0,63.4,2022-01-02 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,1,1,2,6,21,5,0.0,3.0
4227,2021,17,Rams,Ravens,20,19,401326581,-1,0,1,Rams,2021_17_Ravens_Rams,John Harbaugh,Sean McVay,Home,cloudy,62,89,7,2022-01-02 18:00:00+00:00,Rams,7 days 00:00:00,265.0,2.4,113.4,0.4,265.0,2.4,1.0,1.2,2.6,0.2,0.8,0.0,51.4,0.0,17.6,100.0,2022-01-02 18:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70328.0,70745,99.0,1,1,2,6,18,0,5.0,0.0
4231,2021,17,Eagles,Washington,20,16,401326578,-4,0,1,Eagles,2021_17_Washington_Eagles,Ron Rivera,Nick Sirianni,Home,cloudy,6,90,5,2022-01-02 18:00:00+00:00,Eagles,7 days 00:00:00,202.6,1.0,200.6,1.6,202.6,1.0,1.8,1.2,1.4,0.4,1.0,0.4,49.0,0.0,30.6,73.4,2022-01-02 18:00:00+00:00,FedExField,"Landover, MD",51563.0,67617,76.0,1,1,2,6,18,0,4.0,0.0
4235,2021,17,Buccaneers,Jets,28,24,401326576,-4,0,1,Buccaneers,2021_17_Jets_Buccaneers,Robert Saleh,Bruce Arians,Home,cloudy,57,83,10,2022-01-02 18:00:00+00:00,Buccaneers,7 days 00:00:00,280.6,1.6,122.6,1.6,280.6,1.6,0.6,1.0,4.0,0.0,0.8,0.0,27.6,0.0,21.0,80.0,2022-01-02 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",72243.0,82500,88.0,1,1,2,6,18,0,2.0,0.0
4239,2021,17,Jaguars,Patriots,10,50,401326574,40,1,0,Patriots,2021_17_Patriots_Jaguars,Bill Belichick,Darrell Bevell,Home,cloudy,46,95,5,2022-01-02 18:00:00+00:00,Jaguars,7 days 00:00:00,216.8,0.2,89.8,0.6,216.8,0.2,1.6,0.8,1.6,0.0,0.4,0.0,34.6,0.0,16.4,60.0,2022-01-02 18:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,1,1,2,6,18,0,0.0,8.0
4243,2021,17,Raiders,Colts,23,20,401326573,-3,0,1,Raiders,2021_17_Colts_Raiders,Frank Reich,Rich Bisaccia,Home,cloudy,28,83,6,2022-01-02 18:00:00+00:00,Colts,7 days 16:45:00,170.4,1.6,192.2,1.8,170.4,1.6,1.0,0.8,1.6,0.2,1.4,0.0,40.6,0.0,13.2,76.8,2022-01-02 18:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",65985.0,63000,100.0,1,1,2,6,18,0,0.0,1.0
4247,2021,1,Browns,Chiefs,29,33,401326314,4,1,0,Chiefs,2021_01_Chiefs_Browns,Andy Reid,Kevin Stefanski,Home,cloudy,88,43,12,2021-09-12 20:25:00+00:00,Browns,252 days 02:25:00,294.6,1.8,119.8,2.0,294.6,1.8,2.4,0.4,2.2,0.0,0.4,0.0,48.4,0.0,5.8,60.0,2021-09-12 20:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",72973.0,72936,100.0,1,9,12,6,20,25,0.0,1.0
4251,2021,1,Jaguars,Texans,21,37,401326310,16,1,0,Texans,2021_01_Texans_Jaguars,David Culley,Urban Meyer,Home,cloudy,82,63,9,2021-09-12 17:00:00+00:00,Jaguars,251 days 19:35:00,248.2,1.6,81.2,0.2,248.2,1.6,1.0,0.4,1.4,0.2,0.8,0.2,38.6,0.0,5.8,40.0,2021-09-12 17:00:00+00:00,NRG Stadium,"Houston, TX",68105.0,71995,95.0,1,9,12,6,17,0,0.0,16.0
4255,2021,1,Jets,Panthers,14,19,401326309,5,1,0,Panthers,2021_01_Panthers_Jets,Matt Rhule,Robert Saleh,Home,sunny,84,43,5,2021-09-12 17:00:00+00:00,Jets,251 days 23:00:00,201.8,1.4,122.0,0.8,201.8,1.4,0.8,0.6,2.6,0.0,0.6,0.0,58.2,0.0,10.0,35.0,2021-09-12 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",70211.0,73778,95.0,1,9,12,6,17,0,0.0,2.0
4259,2021,1,Chargers,Washington,20,16,401326312,-4,0,1,Chargers,2021_01_Washington_Chargers,Ron Rivera,Brandon Staley,Home,sunny,81,52,8,2021-09-12 17:00:00+00:00,Chargers,251 days 19:35:00,264.2,1.6,99.0,0.8,264.2,1.6,0.8,0.2,1.4,0.0,1.2,0.0,81.0,0.0,2.2,46.66,2021-09-12 17:00:00+00:00,FedExField,"Landover, MD",52753.0,67617,78.0,1,9,12,6,17,0,5.0,0.0
4263,2021,1,Seahawks,Colts,28,16,401326318,-12,0,1,Seahawks,2021_01_Colts_Seahawks,Frank Reich,Pete Carroll,Home,sunny,68,81,5,2021-09-12 17:00:00+00:00,Colts,251 days 19:35:00,238.2,1.6,169.6,1.6,238.2,1.6,0.4,1.0,3.4,0.2,0.6,0.2,60.0,0.0,28.0,90.0,2021-09-12 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",63347.0,63000,100.0,1,9,12,6,17,0,0.0,1.0
4267,2021,1,Cardinals,Titans,38,13,401326311,-25,0,1,Cardinals,2021_01_Titans_Cardinals,Mike Vrabel,Kliff Kingsbury,Home,sunny,78,63,6,2021-09-12 17:00:00+00:00,Cardinals,251 days 19:35:00,257.6,1.6,104.4,0.8,257.6,1.6,2.2,1.2,4.0,0.0,0.2,0.0,29.0,0.0,16.0,60.0,2021-09-12 17:00:00+00:00,Nissan Stadium,"Nashville, TN",67216.0,69143,97.0,1,9,12,6,17,0,1.0,0.0
4271,2021,1,49ers,Lions,41,33,401326317,-8,0,1,49ers,2021_01_Lions_49ers,Dan Campbell,Kyle Shanahan,Home,indoor,68,70,5,2021-09-12 17:00:00+00:00,49ers,251 days 19:35:00,270.0,2.2,131.4,0.6,270.0,2.2,1.2,0.4,2.0,0.0,0.4,0.0,26.0,0.0,18.8,60.0,2021-09-12 17:00:00+00:00,Ford Field,"Detroit, MI",59374.0,64500,92.0,1,9,12,6,17,0,1.0,0.0
4275,2021,1,Vikings,Bengals,24,27,401326316,3,1,0,Bengals,2021_01_Bengals_Vikings,Zac Taylor,Mike Zimmer,Home,sunny,84,48,10,2021-09-12 17:00:00+00:00,Bengals,251 days 23:00:00,184.6,1.0,121.8,0.8,184.6,1.0,0.6,0.8,0.8,0.0,0.4,0.0,25.8,0.0,12.6,48.34,2021-09-12 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",56525.0,65515,86.0,1,9,12,6,17,0,1.0,0.0
4279,2021,17,Texans,49ers,7,23,401326580,16,1,0,49ers,2021_17_49ers_Texans,Kyle Shanahan,David Culley,Home,cloudy,64,44,5,2022-01-02 21:05:00+00:00,49ers,9 days 19:45:00,276.4,1.4,124.8,1.8,276.4,1.4,1.6,2.2,3.4,0.0,0.4,0.0,24.6,0.0,11.2,86.8,2022-01-02 21:05:00+00:00,Levi's Stadium,"Santa Clara, CA",71612.0,68500,100.0,1,1,2,6,21,5,1.0,0.0
4283,2021,1,Steelers,Bills,23,16,401326308,-7,0,1,Steelers,2021_01_Bills_Steelers,Sean McDermott,Mike Tomlin,Home,cloudy,73,79,16,2021-09-12 17:00:00+00:00,Bills,251 days 23:00:00,340.8,3.2,115.0,1.2,340.8,3.2,1.6,0.4,1.6,0.8,1.4,0.4,60.2,0.0,30.6,80.0,2021-09-12 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",69787.0,71621,97.0,1,9,12,6,17,0,0.0,1.0
4287,2021,1,Cowboys,Buccaneers,29,31,401326322,2,1,0,Buccaneers,2021_01_Buccaneers_Cowboys,Bruce Arians,Mike McCarthy,Home,cloudy,81,90,5,2021-09-10 00:20:00+00:00,Buccaneers,249 days 06:20:00,364.2,3.4,87.6,1.0,364.2,3.4,0.4,1.0,3.2,0.0,0.2,0.0,33.4,0.0,11.6,80.0,2021-09-10 00:20:00+00:00,Raymond James Stadium,"Tampa, FL",65566.0,65828,100.0,1,9,10,4,0,20,5.0,0.0
4291,2021,12,Falcons,Jaguars,21,14,401326500,-7,0,1,Falcons,2021_12_Jaguars_Falcons,Urban Meyer,Arthur Smith,Home,cloudy,62,44,11,2021-11-28 18:00:00+00:00,Falcons,9 days 16:40:00,222.8,1.0,66.2,0.4,222.8,1.0,1.0,1.4,1.0,0.0,0.6,0.0,50.4,0.0,12.0,73.4,2021-11-28 18:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",60031.0,67858,88.0,1,11,28,6,18,0,1.0,0.0
4295,2021,12,Eagles,Giants,7,13,401326503,6,1,0,Giants,2021_12_Giants_Eagles,Joe Judge,Nick Sirianni,Home,cloudy,36,76,6,2021-11-28 18:00:00+00:00,Eagles,7 days 00:00:00,167.4,1.0,201.0,2.0,167.4,1.0,1.4,1.2,1.4,0.6,0.6,0.2,33.4,0.0,14.0,80.0,2021-11-28 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",73969.0,82500,90.0,1,11,28,6,18,0,0.0,1.0
4299,2021,12,Titans,Patriots,13,36,401326502,23,1,0,Patriots,2021_12_Patriots_Titans,Bill Belichick,Mike Vrabel,Home,cloudy,37,49,7,2021-11-28 18:00:00+00:00,Patriots,9 days 16:40:00,251.4,1.8,151.8,1.6,251.4,1.8,0.8,0.6,3.0,0.6,2.4,0.6,30.4,0.0,33.8,90.0,2021-11-28 18:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,1,11,28,6,18,0,6.0,0.0
4303,2021,17,Dolphins,Titans,3,34,401326577,31,1,0,Titans,2021_17_Titans_Dolphins,Mike Vrabel,Brian Flores,Home,cloudy,36,96,11,2022-01-02 18:00:00+00:00,Dolphins,5 days 16:45:00,228.2,1.6,112.6,1.0,228.2,1.6,1.6,1.6,4.8,0.4,1.2,0.2,14.6,0.0,9.4,76.8,2022-01-02 18:00:00+00:00,Nissan Stadium,"Nashville, TN",69091.0,69143,100.0,1,1,2,6,18,0,0.0,1.0
4307,2021,17,Chiefs,Bengals,31,34,401326571,3,1,0,Bengals,2021_17_Bengals_Chiefs,Zac Taylor,Andy Reid,Home,cloudy,33,85,9,2022-01-02 18:00:00+00:00,Bengals,7 days 00:00:00,304.0,1.8,109.0,1.2,262.0,1.4,1.0,1.0,2.4,0.2,0.8,0.2,34.4,0.0,16.0,73.4,2022-01-02 18:00:00+00:00,Paycor Stadium,"Cincinnati, OH",64505.0,65515,98.0,1,1,2,6,18,0,3.0,0.0
4311,2021,12,Panthers,Dolphins,10,33,401326501,23,1,0,Dolphins,2021_12_Dolphins_Panthers,Brian Flores,Matt Rhule,Home,sunny,77,47,5,2021-11-28 18:00:00+00:00,Dolphins,7 days 00:00:00,265.4,1.4,84.4,0.8,265.4,1.4,1.6,1.6,2.4,0.2,1.0,0.0,23.8,0.0,13.8,60.0,2021-11-28 18:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",62389.0,64767,96.0,1,11,28,6,18,0,4.0,0.0
4315,2021,12,Buccaneers,Colts,38,31,401326499,-7,0,1,Buccaneers,2021_12_Colts_Buccaneers,Frank Reich,Bruce Arians,Home,sunny,41,54,8,2021-11-28 18:00:00+00:00,Buccaneers,5 days 16:45:00,287.2,2.8,100.4,0.8,287.2,2.8,0.6,1.0,2.8,0.0,1.2,0.0,30.0,0.0,20.2,50.0,2021-11-28 18:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",66140.0,63000,100.0,1,11,28,6,18,0,2.0,0.0
4319,2021,12,Steelers,Bengals,10,41,401326497,31,1,0,Bengals,2021_12_Bengals_Steelers,Zac Taylor,Mike Tomlin,Home,sunny,44,46,10,2021-11-28 18:00:00+00:00,Bengals,6 days 20:55:00,287.0,2.2,107.6,1.4,287.0,2.2,2.0,1.6,2.4,0.0,0.8,0.0,30.2,0.0,15.6,100.0,2021-11-28 18:00:00+00:00,Paycor Stadium,"Cincinnati, OH",63238.0,65515,97.0,1,11,28,6,18,0,2.0,0.0
4323,2021,12,Bills,Saints,31,6,401326496,-25,0,1,Bills,2021_12_Saints_Bills,Sean Payton,Sean McDermott,Home,cloudy,72,67,4,2021-11-26 01:20:00+00:00,Bills,4 days 07:20:00,292.0,1.8,97.2,1.0,292.0,1.8,1.6,1.0,1.0,0.0,1.2,0.0,79.0,0.0,11.4,80.0,2021-11-26 01:20:00+00:00,Caesars Superdome,"New Orleans, LA",69170.0,73000,95.0,1,11,26,4,1,20,1.0,0.0
4327,2021,12,Raiders,Cowboys,36,33,401326495,-3,0,1,Raiders,2021_12_Cowboys_Raiders,Mike McCarthy,Rich Bisaccia,Home,cloudy,68,70,5,2021-11-25 21:30:00+00:00,Cowboys,4 days 00:05:00,314.0,1.8,94.8,0.6,314.0,1.8,1.8,0.8,2.4,0.4,1.0,0.2,50.6,0.0,5.8,48.4,2021-11-25 21:30:00+00:00,AT&T Stadium,"Arlington, TX",93483.0,100000,93.0,1,11,25,3,21,30,0.0,2.0
4331,2021,12,Bears,Lions,16,14,401326494,-2,0,1,Bears,2021_12_Lions_Bears,Dan Campbell,Matt Nagy,Home,indoor,68,70,5,2021-11-25 17:30:00+00:00,Bears,3 days 23:30:00,220.8,1.0,137.4,0.6,220.8,1.0,2.0,1.4,2.6,0.2,0.2,0.0,83.6,0.0,5.6,53.4,2021-11-25 17:30:00+00:00,Ford Field,"Detroit, MI",56355.0,64500,87.0,1,11,25,3,17,30,1.0,0.0
4335,2021,17,Giants,Bears,3,29,401326570,26,1,0,Bears,2021_17_Bears_Giants,Matt Nagy,Joe Judge,Home,cloudy,24,75,13,2022-01-02 18:00:00+00:00,Bears,6 days 20:55:00,261.0,1.4,104.0,0.6,261.0,1.4,2.0,1.4,2.2,0.2,0.2,0.0,78.2,0.0,42.2,65.0,2022-01-02 18:00:00+00:00,Soldier Field,"Chicago, IL",59594.0,61500,97.0,1,1,2,6,18,0,2.0,0.0
4339,2021,17,Falcons,Bills,15,29,401326569,14,1,0,Bills,2021_17_Bills_Falcons,Sean McDermott,Arthur Smith,Home,snow,25,89,9,2022-01-02 18:00:00+00:00,Bills,7 days 00:00:00,247.4,2.6,123.6,0.6,247.4,2.6,0.6,0.6,1.8,0.0,0.8,0.0,30.8,0.0,26.2,90.0,2022-01-02 18:00:00+00:00,Highmark Stadium,"Orchard Park, NY",64948.0,71621,91.0,1,1,2,6,18,0,3.0,0.0
4343,2021,1,Eagles,Falcons,32,6,401326315,-26,0,1,Eagles,2021_01_Falcons_Eagles,Arthur Smith,Nick Sirianni,Home,fair,81,63,3,2021-09-12 17:00:00+00:00,Eagles,251 days 15:40:00,230.8,1.2,149.8,1.2,230.8,1.2,2.0,0.6,2.6,0.0,1.0,0.0,53.6,0.0,23.0,50.0,2021-09-12 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",68633.0,75000,92.0,1,9,12,6,17,0,1.0,0.0
4347,2021,1,Dolphins,Patriots,17,16,401326313,-1,0,1,Dolphins,2021_01_Patriots_Dolphins,Bill Belichick,Brian Flores,Home,cloudy,82,63,13,2021-09-12 20:25:00+00:00,Dolphins,252 days 02:25:00,285.2,1.2,128.0,1.2,285.2,1.2,1.0,0.8,3.2,0.0,1.4,0.0,9.0,0.0,7.0,73.34,2021-09-12 20:25:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,1,9,12,6,20,25,1.0,0.0
4349,2021,1,Packers,Saints,3,38,401326319,35,1,0,Saints,2021_01_Saints_Packers,Sean Payton,Matt LaFleur,Neutral,cloudy,83,56,8,2021-09-12 20:25:00+00:00,Packers,251 days 23:00:00,239.8,3.0,155.4,1.4,239.8,3.0,0.6,0.4,3.4,0.0,0.8,0.0,46.8,0.0,2.8,60.0,2021-09-12 20:25:00+00:00,TIAA Bank Field,"Jacksonville, FL",35242.0,67858,52.0,1,9,12,6,20,25,0.0,1.0
4353,2021,1,Broncos,Giants,27,13,401326320,-14,0,1,Broncos,2021_01_Giants_Broncos,Joe Judge,Vic Fangio,Home,fair,82,56,18,2021-09-12 20:25:00+00:00,Broncos,251 days 23:00:00,233.2,1.8,134.0,0.8,233.2,1.8,1.0,0.8,2.2,0.0,0.4,0.0,41.8,0.0,31.8,35.0,2021-09-12 20:25:00+00:00,MetLife Stadium,"East Rutherford, NJ",74119.0,82500,90.0,1,9,12,6,20,25,1.0,0.0
4357,2021,2,Raiders,Steelers,26,17,401326356,-9,0,1,Raiders,2021_02_Steelers_Raiders,Mike Tomlin,Jon Gruden,Home,sunny,79,52,2,2021-09-19 17:00:00+00:00,Raiders,5 days 16:45:00,353.2,1.6,108.8,1.6,353.2,1.6,1.2,0.6,1.8,0.0,0.0,0.0,12.0,0.0,23.8,100.0,2021-09-19 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",63707.0,68400,93.0,1,9,19,6,17,0,3.0,0.0
4361,2021,2,49ers,Eagles,17,11,401326355,-6,0,1,49ers,2021_02_Eagles_49ers,Nick Sirianni,Kyle Shanahan,Home,cloudy,75,50,8,2021-09-19 17:00:00+00:00,49ers,7 days 00:00:00,270.6,2.0,140.4,1.0,270.6,2.0,1.6,0.2,2.4,0.2,0.6,0.2,37.4,0.0,19.2,53.4,2021-09-19 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,1,9,19,6,17,0,2.0,0.0
4365,2021,2,Patriots,Jets,25,6,401326354,-19,0,1,Patriots,2021_02_Jets_Patriots,Robert Saleh,Bill Belichick,Home,sunny,73,44,10,2021-09-19 17:00:00+00:00,Jets,7 days 00:00:00,216.2,1.4,89.8,0.4,216.2,1.4,0.6,0.8,2.4,0.0,0.4,0.0,46.6,0.0,13.0,35.0,2021-09-19 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",75626.0,82500,92.0,1,9,19,6,17,0,0.0,3.0
